full_name,gw_points
David Raya Martín,1
Gabriel dos Santos Magalhães,9
William Saliba,1
Riccardo Calafiori,0
Jurriën Timber,1
Bukayo Saka,4
Leandro Trossard,1
Declan Rice,17
Mikel Merino Zazón,1
Martín Zubimendi Ibáñez,3
Eberechi Eze,0
Viktor Gyökeres,2
Emiliano Martínez Romero,3
Matty Cash,5
Lucas Digne,1
Ezri Konsa Ngoyo,2
Tyrone Mings,0
Pau Torres,0
Morgan Rogers,5
Emiliano Buendía Stati,2
John McGinn,15
Boubacar Kamara,4
Amadou Onana,0
Ollie Watkins,7
Evann Guessand,0
Kyle Walker,0
Hjalmar Ekdal,1
Maxime Estève,0
Quilindschy Hartman,0
Axel Tuanzebe,0
Jaidon Anthony,2
Jacob Bruun Larsen,1
Josh Cullen,0
Josh Laurent,1
Loum Tchaouna,1
Lyle Foster,0
Martin Dúbravka,1
Lesley Ugochukwu,1
Florentino Ibrain Morris Luís,3
Đorđe Petrović,1
Marcos Senesi Barón,1
Adrien Truffert,1
Justin Kluivert,2
Antoine Semenyo,1
Marcus Tavernier,2
Tyler Adams,0
David Brooks,2
Alex Scott,2
Francisco Evanilson de Lima Barbosa,8
Bafodé Diakité,0
Álex Jiménez Sánchez,1
Dango Ouattara,0
Caoimhín Kelleher,0
Nathan Collins,0
Keane Lewis-Potter,0
Michael Kayode,0
Sepp van den Berg,0
Kevin Schade,0
Mikkel Damsgaard,0
Jordan Henderson,0
Gustavo Nunes Fernandes Gomes,0
Yehor Yarmoliuk,0
Igor Thiago Nascimento Rodrigues,0
Bart Verbruggen,7
Maxim De Cuyper,1
Lewis Dunk,6
Ferdi Kadıoğlu,9
Jan Paul van Hecke,8
Mitoma Kaoru,3
Georginio Rutter,8
Yankuba Minteh,0
Yasin Ayari,12
Carlos Baleba,0
Diego Gómez Amarilla,3
Mats Wieffer,0
Danny Welbeck,1
Robert Lynch Sánchez,0
Marc Cucurella Saseta,0
Reece James,0
Trevoh Chalobah,0
Malo Gusto,0
Pedro Lomba Neto,0
Enzo Fernández,0
Moisés Caicedo Corozo,0
João Pedro Junqueira de Jesus,0
Dean Henderson,0
Daniel Muñoz Mejía,0
Maxence Lacroix,0
Tyrick Mitchell,0
Marc Guéhi,0
Chris Richards,0
Ismaïla Sarr,0
Will Hughes,0
Daichi Kamada,0
Adam Wharton,0
Jean-Philippe Mateta,0
Brennan Johnson,0
Yéremy Pino Santos,0
Kiernan Dewsbury-Hall,0
Jordan Pickford,0
James Tarkowski,0
Vitalii Mykolenko,0
Jake O'Brien,0
Michael Keane,0
Iliman Ndiaye,0
Idrissa Gana Gueye,0
James Garner,0
Norberto Bercique Gomes Betuncal,0
Jack Grealish,0
Bernd Leno,0
Joachim Andersen,0
Calvin Bassey,0
Timothy Castagne,0
Kenny Tete,0
Alex Iwobi,0
Ryan Sessegnon,0
Harry Wilson,0
Sander Berge,0
Saša Lukić,0
Josh King,0
Raúl Jiménez Rodríguez,0
Karl Darlow,0
Jayden Bogle,0
Pascal Struijk,0
Gabriel Gudmundsson,0
Joe Rodon,0
Brenden Aaronson,0
Ethan Ampadu,0
Sean Longstaff,0
Anton Stach,0
Lucas Estella Perri,0
Dominic Calvert-Lewin,0
Noah Okafor,0
Alisson Becker,0
Giorgi Mamardashvili,0
Milos Kerkez,0
Virgil van Dijk,0
Ibrahima Konaté,0
Conor Bradley,0
Mohamed Salah,0
Florian Wirtz,0
Cody Gakpo,0
Alexis Mac Allister,0
Dominik Szoboszlai,0
Ryan Gravenberch,0
Hugo Ekitiké,0
Joško Gvardiol,0
Matheus Nunes,0
Rúben dos Santos Gato Alves Dias,0
Nico O'Reilly,0
Phil Foden,0
Bernardo Mota Veiga de Carvalho e Silva,0
Jérémy Doku,0
Nico González Iglesias,0
Oscar Bobb,0
Tijjani Reijnders,0
Erling Haaland,0
Gianluigi Donnarumma,0
Bryan Mbeumo,0
Altay Bayındır,0
Matthijs de Ligt,0
Diogo Dalot Teixeira,0
Patrick Dorgu,0
Luke Shaw,0
Leny Yoro,0
Bruno Borges Fernandes,0
Matheus Santos Carneiro da Cunha,0
Amad Diallo,0
Carlos Henrique Casimiro,0
Benjamin Sesko,0
Senne Lammens,0
Nick Pope,0
Fabian Schär,0
Sven Botman,0
Dan Burn,0
Tino Livramento,0
Kieran Trippier,0
Anthony Gordon,0
Anthony Elanga,0
Harvey Barnes,0
Bruno Guimarães Rodriguez Moura,0
Jacob Murphy,0
Joelinton Cássio Apolinário de Lira,0
Sandro Tonali,0
Malick Thiaw,0
Nick Woltemade,0
Matz Sels,1
Nikola Milenković,3
Murillo Costa dos Santos,3
Neco Williams,1
Felipe Rodrigues da Silva,0
Morgan Gibbs-White,8
Callum Hudson-Odoi,0
Elliot Anderson,4
Ibrahim Sangaré,0
Chris Wood,0
Dan Ndoye,0
Nicolò Savona,1
Daniel Ballard,0
Trai Hume,0
Reinildo Mandava,0
Enzo Le Fée,0
Noah Sadiki,0
Chemsdine Talbi,0
Wilson Isidor,0
Granit Xhaka,0
Robin Roefs,0
Omar Alderete,0
Nordi Mukiele,0
Guglielmo Vicario,0
Pedro Porro Sauceda,0
Cristian Romero,0
Djed Spence,0
Micky van de Ven,0
Mohammed Kudus,0
Rodrigo Bentancur,0
Lucas Bergvall,0
Pape Matar Sarr,0
Richarlison de Andrade,0
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,0
Xavi Simons,0
Alphonse Areola,2
El Hadji Malick Diouf,0
Maximilian Kilman,1
Konstantinos Mavropanos,1
Jean-Clair Todibo,0
Aaron Wan-Bissaka,0
Lucas Tolentino Coelho de Lima,0
Tomáš Souček,1
